customer_id,age,tenure,monthly_revenue,total_revenue,contract,payment_method,usage,support_tickets,satisfaction,churn
SYN-0793,57,30,3999,119970,Annual,NetBanking,71,0,5,No
SYN-0794,43,36,799,28764,Month-to-month,Card,78,3,6,No
SYN-0795,31,18,799,14382,Annual,Wallet,53,5,9,No
SYN-0796,66,12,799,9588,Month-to-month,NetBanking,95,4,6,No
SYN-0797,49,27,799,21573,Quarterly,Card,35,7,6,No
SYN-0798,23,34,2499,84966,Month-to-month,UPI,19,2,6,No
SYN-0799,33,29,799,23171,Quarterly,Wallet,69,7,3,No
SYN-0800,54,47,2499,117453,Annual,Card,23,5,2,Yes
SYN-0801,28,14,799,11186,Month-to-month,NetBanking,54,7,9,No
SYN-0802,23,60,799,47940,Month-to-month,NetBanking,47,1,8,No
SYN-0803,33,2,2499,4998,Quarterly,NetBanking,46,3,4,No
SYN-0804,38,35,2499,87465,Month-to-month,Card,90,7,2,No
SYN-0805,53,18,799,14382,Month-to-month,Card,84,0,9,No
SYN-0806,66,35,2499,87465,Quarterly,Card,39,5,3,No
SYN-0807,55,11,799,8789,Quarterly,UPI,83,4,6,No
SYN-0808,27,9,799,7191,Quarterly,UPI,91,7,1,No
SYN-0809,58,6,3999,23994,Annual,Wallet,27,6,10,Yes
SYN-0810,66,40,2499,99960,Annual,UPI,47,4,4,No
SYN-0811,27,60,3999,239940,Quarterly,NetBanking,16,2,8,No
SYN-0812,30,44,3999,175956,Annual,NetBanking,34,7,4,No
SYN-0813,41,59,2499,147441,Quarterly,Wallet,28,6,6,No
SYN-0814,51,2,799,1598,Quarterly,Card,19,7,6,Yes
SYN-0815,46,19,2499,47481,Annual,UPI,70,2,2,No
SYN-0816,46,21,799,16779,Annual,Wallet,73,4,8,No
SYN-0817,25,16,1299,20784,Quarterly,Card,66,2,7,No
SYN-0818,55,53,3999,211947,Annual,Card,77,6,6,No
SYN-0819,59,12,799,9588,Quarterly,NetBanking,19,7,10,No
SYN-0820,46,36,799,28764,Month-to-month,UPI,27,7,5,No
SYN-0821,26,44,3999,175956,Month-to-month,Card,68,5,1,No
SYN-0822,49,57,799,45543,Annual,NetBanking,89,2,3,No
SYN-0823,40,25,3999,99975,Annual,NetBanking,31,3,6,No
SYN-0824,21,59,3999,235941,Annual,Wallet,16,5,10,No
SYN-0825,56,55,1299,71445,Month-to-month,UPI,12,4,6,No
SYN-0826,36,46,2499,114954,Quarterly,Wallet,41,1,1,No
SYN-0827,48,41,2499,102459,Annual,Card,56,6,7,No
SYN-0828,56,43,1299,55857,Quarterly,NetBanking,22,7,4,Yes
SYN-0829,29,54,3999,215946,Month-to-month,UPI,41,2,3,No
SYN-0830,63,42,799,33558,Quarterly,Card,97,2,8,No
SYN-0831,48,6,1299,7794,Annual,Card,63,6,10,Yes
SYN-0832,35,30,3999,119970,Month-to-month,Wallet,54,7,6,No
SYN-0833,66,39,799,31161,Annual,NetBanking,98,7,4,No
SYN-0834,51,27,2499,67473,Annual,NetBanking,9,0,10,No
SYN-0835,38,8,3999,31992,Quarterly,UPI,23,1,9,No
SYN-0836,64,34,799,27166,Annual,NetBanking,65,3,2,No
SYN-0837,51,40,799,31960,Quarterly,Wallet,73,5,1,No
SYN-0838,39,37,2499,92463,Month-to-month,UPI,50,6,5,No
SYN-0839,58,45,2499,112455,Month-to-month,UPI,12,4,8,No
SYN-0840,26,43,2499,107457,Month-to-month,UPI,41,0,8,No
SYN-0841,38,55,2499,137445,Quarterly,NetBanking,21,4,10,No
SYN-0842,63,1,799,799,Quarterly,NetBanking,80,2,3,No
SYN-0843,52,52,1299,67548,Month-to-month,UPI,94,4,4,No
SYN-0844,52,22,799,17578,Quarterly,Wallet,81,2,3,No
SYN-0845,67,16,3999,63984,Quarterly,UPI,31,2,10,No
SYN-0846,50,42,2499,104958,Quarterly,Wallet,11,1,3,Yes
SYN-0847,51,20,3999,79980,Quarterly,Card,53,3,7,No
SYN-0848,45,34,3999,135966,Annual,NetBanking,41,0,8,No
SYN-0849,48,34,799,27166,Annual,NetBanking,73,1,6,No
SYN-0850,62,22,2499,54978,Annual,Wallet,17,4,5,No
SYN-0851,64,30,1299,38970,Annual,Card,71,3,6,No
SYN-0852,47,21,799,16779,Month-to-month,UPI,13,0,1,Yes
SYN-0853,37,44,3999,175956,Month-to-month,UPI,33,5,5,No
SYN-0854,59,2,799,1598,Annual,UPI,81,0,4,No
SYN-0855,45,46,799,36754,Annual,Card,82,1,3,No
SYN-0856,50,58,799,46342,Annual,UPI,37,2,5,No
SYN-0857,37,41,3999,163959,Month-to-month,UPI,59,4,6,No
SYN-0858,24,18,799,14382,Quarterly,NetBanking,54,6,6,No
SYN-0859,60,12,3999,47988,Quarterly,Card,67,1,4,No
SYN-0860,48,42,3999,167958,Month-to-month,UPI,23,1,9,No
SYN-0861,25,59,3999,235941,Month-to-month,NetBanking,18,4,1,Yes
SYN-0862,62,50,3999,199950,Annual,UPI,68,0,3,No
SYN-0863,65,60,799,47940,Quarterly,Wallet,39,6,3,No
SYN-0864,46,37,799,29563,Annual,UPI,66,7,7,No
SYN-0865,28,35,1299,45465,Annual,NetBanking,54,0,8,No
SYN-0866,44,22,2499,54978,Annual,NetBanking,12,6,2,Yes
SYN-0867,32,6,3999,23994,Annual,UPI,87,4,4,Yes
SYN-0868,27,25,1299,32475,Annual,NetBanking,94,4,7,No
SYN-0869,29,32,799,25568,Month-to-month,Card,99,7,4,No
SYN-0870,55,2,1299,2598,Annual,NetBanking,54,7,2,Yes
SYN-0871,24,32,3999,127968,Quarterly,UPI,9,0,6,No
SYN-0872,50,26,799,20774,Annual,Card,88,3,9,No
SYN-0873,52,48,1299,62352,Annual,UPI,9,1,3,Yes
SYN-0874,21,31,799,24769,Month-to-month,UPI,94,3,3,No
SYN-0875,31,58,2499,144942,Annual,UPI,63,1,10,No
SYN-0876,60,53,799,42347,Month-to-month,UPI,68,1,10,No
SYN-0877,41,52,1299,67548,Month-to-month,Card,48,6,7,No
SYN-0878,42,21,1299,27279,Month-to-month,UPI,80,0,3,No
SYN-0879,56,18,1299,23382,Month-to-month,Wallet,26,6,6,No
SYN-0880,45,16,799,12784,Month-to-month,UPI,17,2,10,No
SYN-0881,32,57,3999,227943,Month-to-month,NetBanking,5,1,1,Yes
SYN-0882,61,27,3999,107973,Quarterly,Wallet,31,2,3,No
SYN-0883,59,27,1299,35073,Month-to-month,Wallet,83,2,1,No
SYN-0884,21,40,799,31960,Annual,Card,49,4,7,No
SYN-0885,55,13,799,10387,Annual,Card,84,1,6,No
SYN-0886,28,30,1299,38970,Month-to-month,Wallet,11,4,4,Yes
SYN-0887,24,32,1299,41568,Annual,NetBanking,90,2,1,No
SYN-0888,60,19,1299,24681,Quarterly,UPI,37,6,6,No
SYN-0889,52,7,799,5593,Annual,UPI,25,2,1,No
SYN-0890,41,5,1299,6495,Quarterly,Card,80,7,10,Yes
SYN-0891,35,48,2499,119952,Month-to-month,Card,19,3,6,No
SYN-0892,25,48,3999,191952,Quarterly,Wallet,53,3,4,No
SYN-0893,50,4,3999,15996,Month-to-month,Wallet,32,2,10,No
SYN-0894,61,24,1299,31176,Quarterly,NetBanking,97,7,4,No
SYN-0895,24,13,2499,32487,Quarterly,Card,9,2,10,No
SYN-0896,42,8,3999,31992,Month-to-month,NetBanking,58,7,3,No
SYN-0897,35,39,1299,50661,Month-to-month,Wallet,78,2,9,No
SYN-0898,50,55,3999,219945,Quarterly,UPI,80,3,8,No
SYN-0899,48,47,3999,187953,Annual,Card,36,3,6,No
SYN-0900,23,58,1299,75342,Quarterly,UPI,58,0,1,No
SYN-0901,49,28,3999,111972,Quarterly,Card,94,7,2,No
SYN-0902,43,6,799,4794,Quarterly,Card,32,6,3,Yes
SYN-0903,31,42,799,33558,Annual,Wallet,66,0,5,No
SYN-0904,66,55,799,43945,Quarterly,Card,64,7,3,No
SYN-0905,61,51,2499,127449,Month-to-month,Wallet,95,7,1,No
SYN-0906,38,58,2499,144942,Annual,Card,42,0,7,No
SYN-0907,53,51,799,40749,Annual,NetBanking,99,5,1,No
SYN-0908,50,57,799,45543,Annual,UPI,54,1,6,No
SYN-0909,66,24,2499,59976,Month-to-month,Card,87,2,9,No
SYN-0910,62,9,2499,22491,Quarterly,Card,74,3,2,No
SYN-0911,53,49,1299,63651,Annual,Wallet,50,5,5,No
SYN-0912,49,18,799,14382,Quarterly,UPI,52,1,6,No
SYN-0913,64,31,2499,77469,Annual,UPI,84,7,6,No
SYN-0914,32,13,3999,51987,Quarterly,UPI,15,1,7,No
SYN-0915,52,7,1299,9093,Month-to-month,Card,19,4,3,Yes
SYN-0916,29,34,799,27166,Quarterly,NetBanking,58,4,9,No
SYN-0917,25,27,3999,107973,Month-to-month,Card,42,0,4,No
SYN-0918,62,54,2499,134946,Annual,NetBanking,79,6,6,No
SYN-0919,29,32,3999,127968,Quarterly,Card,43,7,10,No
SYN-0920,39,51,2499,127449,Month-to-month,Card,66,3,6,No
SYN-0921,31,23,2499,57477,Annual,NetBanking,26,7,10,No
SYN-0922,28,12,1299,15588,Month-to-month,NetBanking,25,2,4,No
SYN-0923,32,37,1299,48063,Month-to-month,UPI,38,7,6,No
SYN-0924,49,43,2499,107457,Annual,Card,23,5,6,No
SYN-0925,52,35,2499,87465,Month-to-month,Wallet,8,1,7,No
SYN-0926,53,60,2499,149940,Quarterly,NetBanking,5,2,9,No
SYN-0927,42,31,2499,77469,Annual,UPI,77,2,8,No
SYN-0928,28,47,3999,187953,Quarterly,UPI,22,0,9,No
SYN-0929,41,26,1299,33774,Month-to-month,Card,50,7,2,No
SYN-0930,26,38,1299,49362,Annual,Wallet,30,4,1,No
SYN-0931,41,44,799,35156,Annual,UPI,29,6,8,No
SYN-0932,44,59,2499,147441,Quarterly,NetBanking,23,6,7,No
SYN-0933,49,1,2499,2499,Annual,UPI,49,5,5,Yes
SYN-0934,31,14,3999,55986,Annual,Wallet,61,6,5,No
SYN-0935,26,47,3999,187953,Month-to-month,Card,80,2,10,No
SYN-0936,45,20,3999,79980,Month-to-month,UPI,13,5,10,No
SYN-0937,50,27,2499,67473,Annual,Card,27,6,9,No
SYN-0938,52,13,1299,16887,Month-to-month,NetBanking,42,6,9,No
SYN-0939,35,54,2499,134946,Month-to-month,UPI,76,7,8,No
SYN-0940,28,10,2499,24990,Annual,NetBanking,86,4,8,No
SYN-0941,22,27,1299,35073,Month-to-month,NetBanking,93,7,4,No
SYN-0942,57,32,799,25568,Quarterly,NetBanking,79,5,8,No
SYN-0943,67,41,3999,163959,Annual,UPI,52,1,9,No
SYN-0944,30,55,2499,137445,Quarterly,Wallet,79,2,1,No
SYN-0945,38,57,1299,74043,Quarterly,Wallet,25,5,1,No
SYN-0946,54,41,2499,102459,Annual,UPI,42,0,5,No
SYN-0947,31,33,1299,42867,Annual,NetBanking,17,2,10,No
SYN-0948,27,56,2499,139944,Annual,NetBanking,39,4,6,No
SYN-0949,39,53,1299,68847,Quarterly,Wallet,22,0,9,No
SYN-0950,30,27,2499,67473,Annual,Card,18,2,4,Yes
SYN-0951,25,54,1299,70146,Month-to-month,Card,58,1,8,No
SYN-0952,65,60,799,47940,Quarterly,Card,49,7,5,No
SYN-0953,22,53,3999,211947,Annual,UPI,27,5,5,No
SYN-0954,40,15,1299,19485,Month-to-month,Card,93,2,4,No
SYN-0955,25,9,799,7191,Month-to-month,Wallet,93,6,2,No
SYN-0956,23,49,3999,195951,Annual,UPI,30,0,2,No
SYN-0957,40,31,799,24769,Annual,UPI,10,4,2,Yes
SYN-0958,58,49,799,39151,Month-to-month,Card,82,1,4,No
SYN-0959,68,43,2499,107457,Quarterly,NetBanking,16,0,3,Yes
SYN-0960,25,23,1299,29877,Month-to-month,UPI,69,3,10,No
SYN-0961,55,34,1299,44166,Month-to-month,UPI,41,3,3,No
SYN-0962,32,60,1299,77940,Quarterly,UPI,51,7,10,No
SYN-0963,53,12,2499,29988,Month-to-month,Wallet,59,6,4,No
SYN-0964,54,8,2499,19992,Month-to-month,Wallet,64,1,2,No
SYN-0965,26,49,2499,122451,Quarterly,Wallet,76,4,1,No
SYN-0966,68,8,3999,31992,Quarterly,Wallet,63,4,10,No
SYN-0967,25,15,3999,59985,Quarterly,NetBanking,59,4,4,No
SYN-0968,46,12,799,9588,Quarterly,UPI,91,7,2,No
SYN-0969,27,8,1299,10392,Annual,Card,56,6,10,No
SYN-0970,59,5,2499,12495,Quarterly,UPI,48,3,4,No
SYN-0971,58,15,3999,59985,Quarterly,Wallet,40,7,10,No
SYN-0972,38,23,3999,91977,Month-to-month,Wallet,67,6,9,No
SYN-0973,35,7,799,5593,Annual,Card,67,4,8,Yes
SYN-0974,64,2,799,1598,Month-to-month,Card,13,0,8,No
SYN-0975,60,25,2499,62475,Month-to-month,UPI,43,2,10,No
SYN-0976,63,43,3999,171957,Quarterly,Wallet,30,7,5,No
SYN-0977,22,33,2499,82467,Month-to-month,Wallet,74,5,9,No
SYN-0978,45,57,799,45543,Quarterly,Wallet,62,6,6,No
SYN-0979,66,3,799,2397,Month-to-month,Wallet,76,2,5,No
SYN-0980,52,28,1299,36372,Month-to-month,Wallet,96,4,7,No
SYN-0981,53,43,3999,171957,Month-to-month,Wallet,76,7,3,No
SYN-0982,39,17,3999,67983,Quarterly,UPI,83,6,6,No
SYN-0983,68,2,799,1598,Annual,UPI,51,2,6,No
SYN-0984,43,49,2499,122451,Quarterly,Wallet,17,6,7,No
SYN-0985,62,23,799,18377,Quarterly,UPI,36,3,4,No
SYN-0986,31,59,799,47141,Month-to-month,NetBanking,19,4,6,No
SYN-0987,47,3,3999,11997,Quarterly,UPI,77,6,9,Yes
SYN-0988,57,45,3999,179955,Quarterly,NetBanking,45,0,7,No
SYN-0989,42,37,799,29563,Quarterly,NetBanking,17,7,4,Yes
SYN-0990,52,11,2499,27489,Annual,UPI,60,5,4,No
SYN-0991,40,54,1299,70146,Annual,Wallet,38,4,1,No
SYN-0992,27,52,1299,67548,Annual,NetBanking,96,1,10,No
SYN-0993,43,18,799,14382,Month-to-month,NetBanking,59,7,4,No
SYN-0994,41,33,2499,82467,Month-to-month,Wallet,89,6,9,No
SYN-0995,32,26,2499,64974,Month-to-month,Card,90,7,9,No
SYN-0996,38,37,3999,147963,Annual,Wallet,89,3,8,No
SYN-0997,30,60,799,47940,Month-to-month,Card,51,3,8,No
SYN-0998,25,48,2499,119952,Annual,Card,57,6,6,No
SYN-0999,37,55,3999,219945,Annual,Card,41,4,3,No
SYN-1000,22,26,1299,33774,Month-to-month,NetBanking,24,1,4,Yes
SYN-0100,39,41,3999,163959,Quarterly,Wallet,6,1,10,No
